Review
"Dev tolong diperbaiki saya sudah menemukan banyak sekali bug yg mengganggu, 1.pin gak bisa disimpan 2.pin slide gak bisa digeser 3.gambar pin gak muncul 4. Nyari sesuatu selalu gak ada padahal bisanya ada cnth: saya nyari wallpaper pas gw cari gak ada padahal biasanya ada tolong diperbaiki lagi, lama kelamaan bikin naik darah karena bugnya 😀✋"
"Kendala di pencarian. Saat saya mencari dengan kata ""dress"", tidak muncul hasilnya sama sekali, dan malah muncul tulisan ""kami tidak dapat menemukan Pin untuk Dress"". Saya sudah unduh ulang di playstore, tapi hasilnya tetap nihil, koneksi saya juga aman aman saja.. tolong diperbaiki."
"Awalnya bagus cuma sekarang buruk banget karna pencariannya eror aku mau nyari baju kemeja warna hitam malah nemunya warna warni semua dan untuk jaringan pinterest buruk banget muter-muter terus padahal untuk buka aplikasi lain itu tidak muter-muter, tolong diperbaiki"
"bagus, tapi belakangan ini suka loading lama banget padahal wifi bagus. Terus buat buka apk lain juga cepet, giliran buka pin beuh loadingnya lamaa. Terus waktu itu sampe di uninstall dan di install lagi gabisa login, tp setelah besokannya bisa. Jadi yang mengganggu tuh loadingnyaaa :("
"Untuk aplikasinya sudah baik dan cukup menarik. Tetapi, didalam fitur kotak masuk, masih perlu diberi fitur hapus pesan. Karena bisa saja saat mengirim, tidak sengaja terkirim ke orang lain. Jadi saya mohon untuk ditambahkan fitur hapus pesan. Aplikasi pinterest ini tidak terlalu ngebut dan cocok untuk saya mencari inspirasi, dan hal hal lainnya yang saya butuhkan. Terimakasih..."
"Update terbaru,Pinterest cukup baik.Hanya saja ada bug nya,yaitu setelah menyimpan gambar kemudian memberi nama papan dan juga beralih dari gambar ke opsi Semua,tiba-tiba loading/memuat gambar secara otomatis dan muncul beberapa gambar.Berharap update Pinterest terbaru bisa diperbaiki/fix problem."
"Pengennya nyari inspirasi di pinterest, tapi baru masuk udh dibikin muak (maap yak) kek ngelatih kesabaran. Apa-apaan foto dan videonya gak muncul-muncul? Bukan lama loadingnya, tapi emang enggak bakal muncul kecuali aku keluar dari apk lalu masuk lagi. Kalau beruntung ya cuma sekali aja diulang begitu. Jaringan bukan main oke banget di rumah karena pakai wifi. Mohon buat developer, mohon untuk perbaikannya segera🙏🏻 kendala yang aku alami udh cukup lama. Semoga cepat diperbaiki ❤️🙏🏻"
"semuanya udh bagus tapi tolong dong loadingnya akhir akhir ini emg agak lambat ya? saat buka aplikasinya yg muncul selalu color palette nya aja, image loadingnya lama, jaringan saya udh bagus dan lancar begitu juga saat buka aplikasi lain tapi di pinterest emg agak lambat tolong diperbaiki lagi"
"tolong diperbaiki untuk bug dan loading yang lebih lambat daripada biasanya. Butuh beberapa waktu untuk memuat ulang. Kadang saat memindah pin ke bagian papan lain juga error tidak terpindah seluruhnya...bahkan ada yang terpindah tapi pin masih ada di papan lama, file jadi ganda"
"1.Awalnya make ini bagus bagus aja si cuman tiba-tiba pencarian pinterest ku itu gak akurat banget kayak, Aku cari fotonya Tartaglia yang muncul malah Dan Heng(🗿🙏) awalnha pencarian nya selalu akurat dan gak pernah salah jadi kupikir ini bug atau apalah. 2.Setiap kali buka video sound diawal video ada namjn ditengah tengah sampai di akhir video itu gak ada..."
"HEI! Ini bug atau apa? Kenapa saya tidak bisa menggunakan pencarian di pin! Saya sudah mencobanya berulang kali hasilnya tetap sama! Setiap saya coba saya menggunakan pencarian yang berbeda beda tetapi tetap tidak membuahkan hasil apapun!,saya harap ini bisa diselesaikan wahai admin!"
"Aplikasinya bagus gambarnya bagus"" dan estetik. Tp saya masih bingung gambar dipinterest tuhh boleh gk sih didownload dan dibuat logo jualan, atau diupload ke sosial media gitu. Takutnya udah didownload dan dipake ternyata ditengah jalan jadi masalah. Semoga dapat jawaban dari pihak developer biar gk salah langkah."
"Lama lama makin gabisa di pake ni aplikasi. Masa gue ngetik ""png cute"", dll ga muncul sih anjr?? Padahal sebelumnya gue ngetik itu muncul banyak. Developer nya gila apa? "" anime figure"" pun ga ada COK. I hope pinterest experiences the worst downfall ever. 💀"
"apk nya baguss baguss banget cocok buat alternatif au cari idol kpop girl lengkap banget di pinterest, tapi emang ya? kenapa setiap dibuka lama banget, ada masalah kah. tolong banget ya dibantu, saya nunggu nya bener² kesel gegara itu, ulasan saya begini saja, saya kasi bintang 4 dulu ."
"Saya sudah lama pakai app ini, tapi saya kurang suka sama update terbarunya. Saya jadi ga bisa upload wallpaper buatan saya karena di update terbaru ada opsi ukuran yang ga include ukuran wallpaper hp.. saya agak menyesal udah update pin. Overall sih worth it, cuma update terbarunya itu lho.. mohon diperbaiki bagian ukuran fotonya."
"Ya cukup bagus, sayangnya untuk loadingnya lama banget. Semisal aku lagi pencarian untuk referensi dengan kata kunci ""manhwa"" atau apapun itu; pasti lama banget loadinynya, padahal sinyal ok untuk dipake di aplikasi lain. Giliran dipake buat buka ini malah lemot"
Aplikasi nya mantap bisa nyari foto apa pun wahhhh hebat semoga pinterest lebih maju dan berkembang menjadi baik untuk masyarakat Indonesia semngat terus!!!!! 💪
"Bagus banget trus gak ada bug atau lag, tapi kadang² suka kepencet kirim gambar keseseorang😭mana gak bisa di hapus lagi message nya, tolong adakan fitur hapus message biar gak sengaja ngirim gambar ke orang😭 terus juga gak bisa hapus gambar lagi😓😓 kehapus di profil tapi tetep bisa dilihat sama orang. Semoga diperbaiki D:"
"Semuanya jujur saya puas banget dengan hasil gambar or video dari pinterest, namun sayangnya sekarang banyak sekali iklan bermunculan di sela-sela page dan itu menganggu Saya harap pihak pinterest bisa menghilangkan iklan-iklan sialan tersebut,dan kembali seperti dulu lagi!!"
